City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Nieuw Amsterdam,SR,2022-02-01 21:05:59,5.8833,-55.0833,84.36,72,20,16.11
294,Labuhan,ID,2022-02-01 21:06:00,-6.8844,112.2051,76.77,89,88,5.95
295,Itaueira,BR,2022-02-01 21:06:00,-7.6033,-43.0256,83.44,54,10,1.54
296,Tabuk,PH,2022-02-01 21:06:00,17.4189,121.4443,68.68,89,92,2.35
297,Banamba,ML,2022-02-01 21:06:01,13.55,-7.45,72.88,13,46,9.8
298,Ola,RU,2022-02-01 21:06:01,59.5833,151.2833,0.54,80,81,10.87
299,Falmouth,GB,2022-02-01 21:02:15,50.1544,-5.0711,50.77,91,99,14.03
300,Rebrikha,RU,2022-02-01 21:06:02,53.0733,82.3408,3.18,98,100,3.78
301,Mukhen,RU,2022-02-01 21:06:02,48.1,136.1,-0.87,97,100,3.71
302,Deputatskiy,RU,2022-02-01 21:06:03,69.3,139.9,-15.0,99,100,0.94
303,Cap Malheureux,MU,2022-02-01 21:06:03,-19.9842,57.6142,78.48,89,100,11.99
304,Constitucion,CL,2022-02-01 21:02:58,-35.3333,-72.4167,66.18,64,4,5.82
305,Ouesso,CG,2022-02-01 21:06:03,1.6136,16.0517,74.19,30,56,1.72
306,Lufilufi,WS,2022-02-01 21:06:04,-13.8745,-171.5986,79.79,78,94,16.96
307,Axim,GH,2022-02-01 21:06:04,4.8699,-2.2405,79.97,82,100,7.11
308,Dalnerechensk,RU,2022-02-01 21:06:05,45.9339,133.7225,-2.45,99,99,4.88
309,Talara,PE,2022-02-01 21:06:05,-4.5772,-81.2719,84.96,54,0,17.27
310,Dunedin,NZ,2022-02-01 21:03:10,-45.8742,170.5036,65.28,72,100,12.1
311,Bida,NG,2022-02-01 21:06:06,9.0833,6.0167,78.53,13,0,5.57
312,Pitogo,PH,2022-02-01 21:07:06,13.7847,122.0881,75.09,87,86,11.43
313,Vila Do Maio,CV,2022-02-01 21:07:06,15.1333,-23.2167,75.0,80,100,8.59
314,Iskateley,RU,2022-02-01 21:07:07,67.6803,53.1512,-9.24,100,99,5.03
315,Poum,NC,2022-02-01 21:03:34,-20.2333,164.0167,81.12,76,64,10.11
316,Troitsko-Pechorsk,RU,2022-02-01 21:02:23,62.7084,56.1964,19.45,95,100,8.03
317,Sayyan,YE,2022-02-01 21:07:07,15.1718,44.3244,55.99,36,41,5.01
318,Lujan,AR,2022-02-01 21:07:08,-34.5703,-59.105,89.22,39,2,3.0
319,Peleduy,RU,2022-02-01 21:07:08,59.6289,112.7406,-5.46,100,100,3.49
320,Estepa,ES,2022-02-01 21:07:09,37.2926,-4.879,48.88,64,0,6.62
321,Hirara,JP,2022-02-01 21:07:09,24.8,125.2833,68.94,69,73,19.08
322,Samarai,PG,2022-02-01 21:02:44,-10.6167,150.6667,80.87,79,99,12.24
323,Nkowakowa,ZA,2022-02-01 21:07:09,-23.8878,30.2871,66.25,77,0,3.33
324,Makinsk,KZ,2022-02-01 21:07:10,52.6292,70.4169,-1.32,100,100,4.7
325,Abu Dhabi,AE,2022-02-01 21:06:21,24.4667,54.3667,68.97,87,0,3.44
326,Saldanha,ZA,2022-02-01 21:07:10,-33.0117,17.9442,65.03,97,30,11.14
327,Kaitangata,NZ,2022-02-01 21:07:11,-46.2817,169.8464,63.39,88,100,4.54
328,Vertou,FR,2022-02-01 21:07:11,47.1687,-1.4693,51.06,93,100,6.91
329,Loa Janan,ID,2022-02-01 21:05:37,-0.583,117.095,73.44,97,98,1.95
330,Cotonou,BJ,2022-02-01 21:07:02,6.3654,2.4183,79.09,67,18,8.34
331,Ancud,CL,2022-02-01 21:07:12,-41.8697,-73.8203,66.22,81,100,8.57
332,Okawa,JP,2022-02-01 21:07:12,33.2,130.35,39.22,34,0,1.34
333,Adrar,MR,2022-02-01 21:07:13,20.5022,-10.0711,74.66,15,98,10.22
334,Oussouye,SN,2022-02-01 21:07:13,12.485,-16.5469,76.68,51,2,6.87
335,Panormos,GR,2022-02-01 21:07:14,35.4182,24.6909,61.02,70,96,15.68
336,San Patricio,US,2022-02-01 21:07:14,28.017,-97.5169,77.18,47,5,1.7
337,Akdepe,TM,2022-02-01 21:07:14,42.0551,59.3788,30.2,74,74,6.11
338,Urengoy,RU,2022-02-01 21:07:15,65.9667,78.3667,-11.38,100,92,5.01
339,Bay Roberts,CA,2022-02-01 21:07:15,47.5999,-53.2648,26.15,54,68,4.0
340,Moron,AR,2022-02-01 21:07:15,-34.6534,-58.6198,86.95,50,2,6.96
341,Lodja,CD,2022-02-01 21:07:16,-3.4833,23.4333,71.67,84,98,2.53
342,Quatre Cocos,MU,2022-02-01 21:03:36,-20.2078,57.7625,77.09,92,100,30.04
343,Mahajanga,MG,2022-02-01 21:07:16,-15.7167,46.3167,80.62,79,84,6.24
344,Zhicheng,CN,2022-02-01 21:07:17,30.2956,111.5047,34.97,91,100,5.97
345,Mercedes,AR,2022-02-01 21:02:56,-34.6515,-59.4307,88.03,23,3,4.81
346,Kuhdasht,IR,2022-02-01 21:07:17,33.535,47.6061,36.84,80,3,3.09
347,Tarko-Sale,RU,2022-02-01 21:07:18,64.9225,77.785,-14.08,100,99,6.17
348,Odienne,CI,2022-02-01 21:07:18,9.51,-7.5692,79.54,14,100,3.94
349,Assiniboia,CA,2022-02-01 21:07:18,49.6334,-105.9845,-5.3,86,98,13.27
350,Northam,GB,2022-02-01 21:07:19,51.0333,-4.2167,52.39,94,100,15.66
351,Tomatlan,MX,2022-02-01 21:07:19,19.9333,-105.25,90.82,21,0,12.44
352,Bandundu,CD,2022-02-01 21:07:19,-3.3167,17.3667,79.07,67,78,2.98
353,Beatrice,US,2022-02-01 21:07:20,40.2681,-96.747,37.38,38,0,18.41
354,Balkanabat,TM,2022-02-01 21:07:20,39.5108,54.3671,45.88,68,23,7.61
355,Ribeira Grande,PT,2022-02-01 21:07:21,38.5167,-28.7,59.4,77,20,10.36
356,Venado Tuerto,AR,2022-02-01 21:04:57,-33.7456,-61.9688,97.5,23,3,5.06
357,Iberia,US,2022-02-01 21:07:21,29.9502,-91.7507,71.02,82,100,11.5
358,Cockburn Town,TC,2022-02-01 21:03:52,21.4612,-71.1419,75.22,76,3,20.36
359,Puerto Del Rosario,ES,2022-02-01 21:07:22,28.5004,-13.8627,71.28,56,0,3.44
360,Grindavik,IS,2022-02-01 21:08:22,63.8424,-22.4338,32.47,93,75,18.41
361,Houston,US,2022-02-01 21:06:04,29.7633,-95.3633,68.32,77,100,1.01
362,Zhigansk,RU,2022-02-01 21:08:22,66.7697,123.3711,-28.26,99,88,9.17
363,Matamoros,MX,2022-02-01 21:04:51,25.5333,-103.25,75.31,13,0,4.61
364,Whitehorse,CA,2022-02-01 21:07:42,60.7161,-135.0538,-8.01,89,8,5.41
365,Dicabisagan,PH,2022-02-01 21:08:23,17.0818,122.4157,72.14,84,86,5.14
366,Lantawan,PH,2022-02-01 21:08:23,10.6167,123.9833,73.9,87,71,4.25
367,Lincoln,US,2022-02-01 21:05:23,40.8,-96.667,35.98,41,0,7.0
368,Montabaur,DE,2022-02-01 21:05:22,50.4333,7.8333,46.83,83,97,18.86
369,Perieti,RO,2022-02-01 21:08:24,44.4,24.55,36.32,64,100,1.52
370,Saint Anthony,US,2022-02-01 21:08:25,45.0205,-93.218,17.92,63,0,5.99
371,Hambantota,LK,2022-02-01 21:03:33,6.1241,81.1185,72.45,82,1,13.09
372,Boyuibe,BO,2022-02-01 21:08:25,-20.4167,-63.2833,79.29,57,90,5.32
373,Lillesand,NO,2022-02-01 21:08:25,58.2488,8.3778,26.64,100,75,5.75
374,Llallagua,BO,2022-02-01 21:08:26,-18.4167,-66.6333,48.54,66,90,8.93
375,Souillac,MU,2022-02-01 21:08:26,-20.5167,57.5167,78.37,93,100,27.83
376,Nara,JP,2022-02-01 21:08:26,34.6851,135.8049,36.25,61,28,6.2
377,Clinton,US,2022-02-01 21:04:00,42.587,-82.9199,46.72,65,75,13.8
378,Dire,ML,2022-02-01 21:08:27,12.2833,-10.9667,82.0,14,88,3.85
379,Acapulco,MX,2022-02-01 21:08:27,16.8634,-99.8901,84.02,65,20,9.22
380,Serik,TR,2022-02-01 21:08:28,36.9169,31.0989,50.25,78,100,16.62
381,Sitka,US,2022-02-01 21:07:51,57.0531,-135.33,33.69,69,75,4.61
382,Morondava,MG,2022-02-01 21:07:19,-20.2833,44.2833,82.06,79,56,6.64
383,Mahasamund,IN,2022-02-01 21:08:28,21.1,82.1,59.25,37,2,4.56
384,Dolores,AR,2022-02-01 21:08:29,-36.3132,-57.6792,85.75,22,2,8.39
385,Paliyad,IN,2022-02-01 21:08:29,22.25,71.5667,69.37,48,1,5.39
386,Vega De Alatorre,MX,2022-02-01 21:08:30,20.0333,-96.6333,75.24,76,9,9.73
387,Dauphin,CA,2022-02-01 21:07:24,51.1494,-100.0502,-0.26,65,75,20.71
388,Union,US,2022-02-01 21:05:36,40.6334,-74.2663,38.17,60,0,3.44
389,Guerrero Negro,MX,2022-02-01 21:08:30,27.9769,-114.0611,64.42,57,100,12.44
390,Bandarbeyla,SO,2022-02-01 21:08:31,9.4942,50.8122,76.08,76,54,15.64
391,Bambari,CF,2022-02-01 21:08:31,5.768,20.6757,78.73,20,57,3.15
392,Aljezur,PT,2022-02-01 21:08:31,37.3191,-8.8033,52.09,64,0,3.33
393,Sur,OM,2022-02-01 21:05:26,22.5667,59.5289,72.45,67,5,1.61
394,Hammerfest,NO,2022-02-01 21:08:32,70.6634,23.6821,25.25,39,98,9.22
395,Port-Gentil,GA,2022-02-01 21:08:32,-0.7193,8.7815,80.67,81,89,11.48
396,Dafeng,CN,2022-02-01 21:08:33,23.4517,108.5881,45.32,88,100,5.12
397,Mount Isa,AU,2022-02-01 21:08:33,-20.7333,139.5,78.57,94,75,8.05
398,Barcarena,BR,2022-02-01 21:08:34,-1.5058,-48.6258,78.85,88,68,6.89
399,Plettenberg Bay,ZA,2022-02-01 21:08:34,-34.0527,23.3716,73.54,86,56,3.74
400,Quzhou,CN,2022-02-01 21:08:34,28.9594,118.8686,36.77,97,100,7.99
401,Roebourne,AU,2022-02-01 21:08:35,-20.7833,117.1333,83.43,74,98,10.27
402,Narsaq,GL,2022-02-01 21:08:35,60.9167,-46.05,19.62,86,63,3.49
403,Tevriz,RU,2022-02-01 21:08:36,57.509,72.4042,-1.12,100,100,2.84
404,Vao,NC,2022-02-01 21:08:36,-22.6667,167.4833,77.76,82,29,15.26
405,Lahij,YE,2022-02-01 21:08:36,13.1667,44.5833,72.03,76,24,4.94
406,Yar-Sale,RU,2022-02-01 21:09:37,66.8333,70.8333,-15.92,99,70,6.93
407,Weligama,LK,2022-02-01 21:09:37,5.9667,80.4167,70.88,89,4,7.45
408,Luwuk,ID,2022-02-01 21:09:37,-0.9516,122.7875,77.05,75,100,4.47
409,Bonnyville,CA,2022-02-01 21:09:38,54.2668,-110.735,-5.15,87,94,11.86
410,Kidal,ML,2022-02-01 21:09:38,18.4411,1.4078,69.69,11,67,7.05
411,Altar,MX,2022-02-01 21:09:39,30.7,-111.8167,71.53,12,88,12.48
412,Lorengau,PG,2022-02-01 21:09:39,-2.0226,147.2712,78.57,80,100,3.51
413,Rocha,UY,2022-02-01 21:08:48,-34.4833,-54.3333,72.12,54,0,8.97
414,La Ronge,CA,2022-02-01 21:09:39,55.1001,-105.2842,-5.46,87,100,12.08
415,Chicama,PE,2022-02-01 21:09:40,-7.8447,-79.1469,66.74,57,53,12.3
416,Fare,PF,2022-02-01 21:06:54,-16.7,-151.0167,80.69,76,0,20.58
417,Menongue,AO,2022-02-01 21:09:41,-14.6585,17.691,64.85,51,100,4.43
418,Isangel,VU,2022-02-01 21:05:11,-19.55,169.2667,79.38,81,100,1.19
419,Macau,MO,2022-02-01 21:09:41,22.2006,113.5461,60.71,94,40,13.8
420,Norman Wells,CA,2022-02-01 21:09:41,65.282,-126.8329,-10.23,99,88,2.42
421,Inhambane,MZ,2022-02-01 21:09:42,-23.865,35.3833,77.02,77,2,7.45
422,Sagar,IN,2022-02-01 21:09:42,23.8333,78.7167,59.14,57,0,4.29
423,Usakos,NA,2022-02-01 21:09:43,-22.0,15.6,70.23,66,41,7.05
424,Merauke,ID,2022-02-01 21:09:43,-8.4667,140.3333,75.13,90,100,10.22
425,Betafo,MG,2022-02-01 21:09:43,-19.8333,46.85,58.37,95,10,5.55
426,Olavarria,AR,2022-02-01 21:09:44,-36.8927,-60.3225,82.33,41,6,10.85
427,Iiyama,JP,2022-02-01 21:09:44,36.85,138.3667,32.14,96,92,7.31
428,Copala,MX,2022-02-01 21:09:45,16.65,-98.9833,83.23,54,2,11.81
429,Eufaula,US,2022-02-01 21:09:45,31.8913,-85.1455,67.89,33,20,10.07
430,Huntington,US,2022-02-01 21:05:16,38.4193,-82.4452,61.7,27,0,8.05
431,Kudahuvadhoo,MV,2022-02-01 21:09:45,2.6708,72.8944,82.71,77,17,15.35
432,San Joaquin,US,2022-02-01 21:09:46,37.9333,-121.3011,61.02,30,0,21.85
433,Kaeo,NZ,2022-02-01 21:09:46,-35.1,173.7833,74.32,84,100,13.2
434,Castanos,MX,2022-02-01 21:09:47,26.7833,-101.4167,78.35,18,0,4.61
435,Christchurch,NZ,2022-02-01 21:09:47,-43.5333,172.6333,76.32,65,100,1.99
436,Prince George,CA,2022-02-01 21:09:47,53.9166,-122.753,11.62,57,90,5.01
437,Turukhansk,RU,2022-02-01 21:09:48,65.8167,87.9833,7.95,94,100,8.61
438,Solwezi,ZM,2022-02-01 21:09:48,-12.1688,26.3894,63.25,97,100,0.92
439,Saiha,IN,2022-02-01 21:09:48,22.4833,92.9667,52.86,61,60,3.04
440,Show Low,US,2022-02-01 21:04:52,34.2542,-110.0298,50.68,33,40,16.11
441,Malindi,KE,2022-02-01 21:09:49,-3.2175,40.1191,77.2,90,92,9.17
442,Jeremie,HT,2022-02-01 21:09:49,18.65,-74.1167,77.85,77,29,4.97
443,Salalah,OM,2022-02-01 21:09:50,17.0151,54.0924,68.09,52,0,5.75
444,Silvan,TR,2022-02-01 21:09:50,38.1419,41.0081,37.69,93,75,2.91
445,Itarema,BR,2022-02-01 21:09:50,-2.9248,-39.9167,80.71,76,100,14.97
446,Sembe,CG,2022-02-01 21:09:51,1.6481,14.5806,76.05,45,33,1.63
447,Sidi Ali,DZ,2022-02-01 21:09:51,36.0998,0.4206,48.4,73,0,5.59
448,Svirstroy,RU,2022-02-01 21:09:51,60.7999,33.7248,10.58,97,98,4.14
449,Bydgoszcz,PL,2022-02-01 21:09:52,53.1235,18.0076,33.6,80,100,10.36
450,Bushehr,IR,2022-02-01 21:09:52,28.9684,50.8385,61.88,71,1,19.93
451,Tahe,CN,2022-02-01 21:10:52,52.3333,124.7333,-8.64,89,29,5.39
452,Vila Franca Do Campo,PT,2022-02-01 21:10:53,37.7167,-25.4333,58.19,79,84,11.12
453,Karratha,AU,2022-02-01 21:10:53,-20.7377,116.8463,83.43,75,92,10.96
454,Esso,RU,2022-02-01 21:10:54,55.9333,158.7,11.5,92,79,2.21
455,Teahupoo,PF,2022-02-01 21:10:54,-17.8333,-149.2667,80.56,76,29,21.41
456,Agnibilekrou,CI,2022-02-01 21:10:54,7.1344,-3.2047,73.9,17,85,3.6
457,Athabasca,CA,2022-02-01 21:10:55,54.7169,-113.2854,-0.04,82,78,14.29
458,Vieques,PR,2022-02-01 21:10:55,18.425,-65.8329,83.84,69,75,14.97
459,Uarini,BR,2022-02-01 21:10:55,-2.99,-65.1083,84.15,87,85,2.64
460,Madison,US,2022-02-01 21:07:20,34.7334,-86.5667,64.65,34,0,1.99
461,Tautira,PF,2022-02-01 21:10:56,-17.7333,-149.15,86.02,77,25,20.8
462,San Martin,AR,2022-02-01 21:10:56,-33.081,-68.4681,94.68,23,29,6.17
463,Glens Falls,US,2022-02-01 21:07:33,43.3095,-73.644,36.18,49,0,1.01
464,Sovetskiy,RU,2022-02-01 21:10:57,61.3614,63.5842,9.01,96,100,6.76
465,Tubuala,PA,2022-02-01 21:10:57,9.5167,-79.0333,90.55,65,4,9.53
466,Pacific Grove,US,2022-02-01 21:10:58,36.6177,-121.9166,61.61,39,0,5.99
467,Lengshuijiang,CN,2022-02-01 21:10:58,27.6881,111.4294,35.06,95,100,5.93
468,Hay River,CA,2022-02-01 21:10:58,60.8156,-115.7999,-13.56,91,74,8.32
469,Awbari,LY,2022-02-01 21:10:59,26.5921,12.7805,54.39,23,10,10.36
470,Bereda,ES,2022-02-01 21:10:59,43.2686,-7.5406,47.91,98,3,4.03
471,Half Moon Bay,US,2022-02-01 21:10:59,37.4636,-122.4286,62.82,33,0,4.0
472,Kalengwa,ZM,2022-02-01 21:11:00,-13.4659,25.0027,63.5,94,100,1.45
473,Kidodi,TZ,2022-02-01 21:11:00,-7.6036,37.0044,72.21,94,97,2.86
474,Beloha,MG,2022-02-01 21:11:01,-25.1667,45.05,73.26,82,0,18.9
475,Krasnaya Gorka,RU,2022-02-01 21:11:01,55.1962,56.6673,30.65,97,100,13.31
476,Gejiu,CN,2022-02-01 21:11:01,23.306,103.1635,38.52,96,93,4.88
477,Collie,AU,2022-02-01 21:11:02,-33.3667,116.15,56.98,74,52,12.93
478,Pelym,RU,2022-02-01 21:11:02,61.0108,61.9978,15.04,96,100,6.04
479,Mutoko,ZW,2022-02-01 21:11:02,-17.397,32.2268,63.66,89,0,2.82
480,Paso De Los Toros,UY,2022-02-01 21:11:03,-32.8167,-56.5167,82.38,35,0,5.41
481,Mazatlan,MX,2022-02-01 21:11:03,23.2167,-106.4167,80.56,65,0,1.01
482,Golden,US,2022-02-01 21:06:06,39.7555,-105.2211,38.46,66,100,11.01
483,Shiyan,CN,2022-02-01 21:11:04,32.6475,110.7781,35.96,62,100,2.39
484,San Jeronimo,PE,2022-02-01 21:11:04,-11.9472,-75.2829,53.76,78,100,5.5
485,Eravur,LK,2022-02-01 21:11:05,7.7733,81.6095,73.18,75,0,1.45
486,Lithakia,GR,2022-02-01 21:11:05,37.7167,20.8333,52.59,74,100,21.92
487,Gorontalo,ID,2022-02-01 21:11:06,0.5412,123.0595,73.17,93,86,3.83
488,Permet,AL,2022-02-01 21:11:06,40.2336,20.3517,46.27,99,100,4.7
489,Tabalosos,PE,2022-02-01 21:11:06,-6.35,-76.6833,80.8,46,54,4.88
490,Novoilinsk,RU,2022-02-01 21:11:07,51.6829,108.7143,-12.68,100,100,1.12
491,Rabat,MA,2022-02-01 21:11:07,33.9911,-6.8401,53.15,100,0,0.0
492,Fez,MA,2022-02-01 21:11:07,34.0372,-4.9998,48.45,49,0,9.22
493,Walvis Bay,NA,2022-02-01 21:06:34,-22.9575,14.5053,70.09,81,33,5.84
494,Sabha,LY,2022-02-01 21:11:08,27.0377,14.4283,54.79,20,12,11.34
495,Safford,US,2022-02-01 21:11:08,32.834,-109.7076,64.53,25,100,1.77
496,Anadyr,RU,2022-02-01 21:11:09,64.75,177.4833,19.9,49,0,8.95
497,Sainte-Suzanne,RE,2022-02-01 21:11:09,-20.9061,55.6089,82.58,81,0,23.02
498,Belaya Gora,RU,2022-02-01 21:12:09,68.5333,146.4167,-15.83,96,100,4.7
499,Sierra Vista,US,2022-02-01 21:10:04,31.5545,-110.3037,60.69,17,100,12.66
500,San Quintin,MX,2022-02-01 21:08:33,30.4833,-115.95,61.56,65,58,12.03
501,Mashhad,IR,2022-02-01 21:12:10,36.297,59.6062,39.34,93,100,9.22
502,Allapalli,IN,2022-02-01 21:12:11,19.4167,80.0667,60.67,39,0,2.51
503,Lososina,RU,2022-02-01 21:12:11,48.9975,140.3106,5.97,77,97,6.53
504,Swellendam,ZA,2022-02-01 21:12:11,-34.0226,20.4417,79.97,59,54,2.82
505,Sanvordem,IN,2022-02-01 21:12:12,15.2667,74.1167,69.08,65,14,2.44
506,Mogadishu,SO,2022-02-01 21:08:29,2.0371,45.3438,78.19,88,100,19.3
507,Acajutla,SV,2022-02-01 21:12:12,13.5928,-89.8275,88.81,58,0,11.27
508,Rio Gallegos,AR,2022-02-01 21:11:31,-51.6226,-69.2181,57.25,35,75,35.68
509,Cody,US,2022-02-01 21:12:13,44.5263,-109.0565,25.65,61,100,12.66
510,Mugur-Aksy,RU,2022-02-01 21:12:13,50.35,90.5,-8.91,85,81,4.79
511,Kasongo-Lunda,CD,2022-02-01 21:12:14,-6.4667,16.8167,72.46,91,91,2.8
512,Byron Bay,AU,2022-02-01 21:12:14,-28.65,153.6167,82.35,86,100,3.74
513,Khuzhir,RU,2022-02-01 21:12:14,53.1939,107.3397,-1.03,91,52,2.48
514,Evensk,RU,2022-02-01 21:12:15,61.95,159.2333,19.67,81,100,28.59
515,Charters Towers,AU,2022-02-01 21:12:15,-20.1,146.2667,78.55,75,100,6.26
516,Wanaka,NZ,2022-02-01 21:12:15,-44.7,169.15,65.19,90,100,8.77
517,Sao Miguel Do Araguaia,BR,2022-02-01 21:12:16,-13.275,-50.1628,78.94,86,35,3.11
518,Moba,CN,2022-02-01 21:12:16,33.2288,105.0179,21.45,82,99,5.06
519,Babushkin,RU,2022-02-01 21:12:17,51.7122,105.8647,9.0,96,99,7.72
520,Belyy,RU,2022-02-01 21:12:17,55.8402,32.9419,19.31,94,100,7.7
521,Khvoynaya,RU,2022-02-01 21:12:17,58.9,34.5333,11.57,99,100,2.98
522,Kuytun,RU,2022-02-01 21:12:18,54.3419,101.5036,-11.92,99,91,0.92
523,Parauna,BR,2022-02-01 21:12:18,-16.9478,-50.4486,72.14,91,100,6.26
524,Fairbanks,US,2022-02-01 21:10:32,64.8378,-147.7164,-4.4,74,20,0.0
